Online boarding,Type of Travel,Inflight wifi service,Class,Customer Type,Inflight entertainment,Seat comfort,Checkin service,Cleanliness,Leg room service,Departure/Arrival time convenient,Ease of Online booking,Gate location,On-board service,Food and drink,Inflight service,Baggage handling,Departure Delay in Minutes,satisfaction
2,0,2,0,1,5,5,3,5,3,2,2,2,3,5,5,4,0,0
2,1,2,1,0,2,2,1,2,5,4,2,4,5,2,4,5,56,0
3,1,3,1,0,3,3,1,3,1,3,3,4,2,3,2,5,38,0
2,1,2,1,0,1,1,3,1,2,5,2,3,3,1,4,5,0,0
5,0,1,0,0,5,5,4,3,5,1,1,1,5,2,5,5,0,1
4,0,0,0,0,2,4,3,5,2,0,0,3,2,3,2,2,0,1
2,0,2,1,0,2,2,1,2,1,1,1,1,4,2,3,4,0,0
3,0,2,0,0,2,3,1,4,3,1,1,1,2,5,2,2,0,0
2,0,4,0,0,1,4,2,1,1,4,4,4,4,1,4,3,0,0
3,0,3,1,0,3,3,3,3,1,3,3,3,3,3,4,4,0,0
2,1,2,1,0,3,3,4,3,5,4,2,3,4,3,5,4,45,0
1,1,2,1,0,5,5,4,5,5,1,1,3,4,5,4,4,0,0
2,0,2,1,0,2,2,1,2,1,2,2,2,1,2,4,3,2,0
4,0,4,2,0,4,4,4,4,2,2,2,2,5,4,4,2,5,1
4,1,4,1,0,2,2,1,2,4,2,4,2,2,2,2,1,0,0
5,0,4,0,0,5,4,3,4,5,4,4,4,5,5,5,5,0,1
2,0,3,1,0,3,3,1,3,1,1,1,1,5,3,1,2,0,0
3,0,3,0,0,4,3,3,3,4,3,3,3,2,5,4,1,6,1
5,0,1,0,0,5,4,4,5,5,1,2,1,5,2,5,5,0,1
5,0,5,2,0,5,5,1,5,3,4,4,4,3,5,4,1,0,1
1,0,1,1,0,1,1,3,1,5,3,3,3,4,1,4,4,0,0
5,0,3,1,0,5,5,5,5,2,1,1,1,2,5,5,3,0,1
5,0,2,0,0,4,4,5,3,4,2,1,2,4,4,4,4,1,1
4,1,2,1,0,2,3,3,4,2,4,2,3,2,3,2,2,0,0
4,0,4,0,0,4,4,1,4,2,4,4,4,1,4,2,4,0,1
4,0,5,0,0,4,5,3,3,4,3,5,5,4,4,4,4,57,1
1,1,1,1,0,3,3,1,3,5,1,1,3,4,3,4,3,4,0
2,0,2,1,1,4,4,2,4,3,2,2,4,2,4,4,3,0,0
4,0,4,0,1,5,5,4,5,2,4,4,4,3,5,4,5,59,1
2,1,4,1,0,3,2,1,3,4,1,4,2,3,4,3,3,40,0
4,0,2,0,0,2,3,4,1,2,3,3,3,2,3,2,2,0,0
2,1,2,1,0,5,5,1,5,3,1,2,3,1,5,4,4,0,0
5,0,2,0,0,5,4,3,4,5,2,5,2,5,2,5,5,13,1
4,0,4,2,1,4,4,2,4,3,4,4,4,1,4,3,4,24,0
4,0,4,0,0,4,4,5,4,3,4,4,4,4,4,5,4,0,1
5,0,5,0,0,4,5,4,5,4,5,5,5,4,4,4,4,0,1
5,1,2,2,0,2,5,4,5,2,4,2,5,2,5,2,2,0,0
3,1,2,1,0,3,2,2,2,2,1,2,2,3,4,3,2,34,0
1,1,3,1,0,2,3,3,1,3,3,3,3,2,5,2,5,31,0
5,0,5,0,0,5,5,3,1,5,3,5,5,5,3,5,5,9,1
4,0,4,1,1,3,3,3,3,5,4,4,4,3,3,4,3,33,0
1,0,1,1,1,2,2,4,2,1,1,1,3,2,2,4,4,0,0
2,1,2,1,0,2,2,4,2,2,5,2,1,5,2,5,5,89,0
3,0,2,0,0,2,2,3,2,3,5,5,5,3,2,4,3,0,0
3,1,3,1,0,1,1,4,1,5,4,3,3,3,1,2,5,0,0
3,1,3,1,0,5,5,1,5,4,3,3,5,3,5,4,2,0,0
5,1,4,1,0,3,3,5,3,5,4,5,1,4,3,4,4,1,1
3,0,5,0,0,5,4,3,3,5,5,5,5,5,4,5,5,23,1
4,0,4,0,0,4,4,3,4,4,4,4,4,4,4,5,4,0,1
4,0,5,0,0,5,4,3,5,5,5,5,5,5,4,5,5,71,1
4,0,4,0,0,4,4,4,4,3,4,4,4,5,4,1,2,0,1
5,0,4,0,0,5,3,2,5,5,4,4,4,5,3,5,5,10,1
3,0,3,1,0,3,3,2,3,2,3,3,3,3,3,3,4,0,0
5,0,4,1,0,4,5,1,4,1,3,5,5,2,4,1,2,0,1
1,1,1,1,0,4,4,4,4,2,4,1,4,3,4,5,5,0,0
5,0,4,0,0,4,3,4,5,4,4,4,4,4,4,4,4,0,1
4,1,2,1,0,5,4,2,4,2,3,2,3,5,1,5,5,0,0
4,0,4,0,1,5,5,1,5,1,4,4,4,2,5,4,3,14,0
4,0,4,1,0,4,4,1,4,4,2,2,2,1,4,2,2,30,0
4,0,1,0,0,4,5,5,5,4,2,1,1,4,3,4,4,0,1
3,1,3,1,0,1,1,5,1,5,4,3,4,3,1,4,5,20,0
5,1,5,1,0,5,5,3,5,5,4,5,4,4,5,4,4,0,1
3,1,3,1,0,4,4,4,4,5,5,3,2,3,4,4,5,0,0
5,1,3,1,0,3,3,1,3,4,2,5,3,2,3,4,3,3,0
2,1,2,1,0,2,2,4,2,5,4,2,5,5,2,4,5,0,0
1,1,1,1,0,2,2,5,2,5,3,1,2,5,2,4,2,10,0
2,1,2,1,0,1,1,1,1,2,2,2,4,4,1,3,3,0,0
2,0,2,1,0,1,1,2,1,2,4,4,4,4,1,4,3,0,0
4,0,4,0,0,4,5,4,5,4,5,4,4,4,3,4,4,0,1
5,1,2,2,0,4,4,5,5,2,5,2,5,4,5,4,4,1,0
2,0,2,0,1,5,5,4,5,3,2,2,1,5,5,5,3,4,0
1,0,1,0,0,1,1,1,1,1,3,3,3,5,1,2,2,27,0
3,1,3,2,0,3,3,3,3,1,3,3,3,2,3,3,3,0,0
5,0,2,0,0,5,5,4,5,4,2,2,2,3,5,5,4,0,1
4,0,4,0,1,5,5,5,5,5,4,4,3,4,5,5,5,0,0
3,1,3,2,0,1,1,1,1,5,4,3,2,2,1,5,4,0,0
2,1,2,1,0,3,3,4,3,5,5,2,3,4,3,5,4,0,0
3,0,3,2,1,5,5,4,5,3,3,3,1,1,5,2,1,22,0
5,0,5,1,0,5,4,1,3,5,2,2,2,5,4,5,5,0,1
1,1,1,1,0,1,1,5,1,2,4,1,3,5,1,4,4,31,0
5,0,1,0,0,4,4,5,3,4,1,1,1,4,2,4,4,0,1
5,1,5,1,0,3,4,3,3,4,5,4,5,3,4,3,3,17,1
2,0,2,2,0,2,2,2,2,2,3,3,3,1,2,3,3,27,0
4,0,4,2,0,4,4,4,4,1,4,4,4,1,4,3,2,0,1
3,0,2,1,1,2,2,4,2,3,2,3,3,3,2,4,4,62,0
4,1,4,1,0,2,2,3,2,4,4,4,4,4,2,5,4,0,1
1,0,1,1,0,1,1,2,1,4,5,5,5,4,1,4,4,0,0
1,0,1,0,1,1,1,4,1,3,0,1,5,4,1,4,4,0,0
3,1,3,1,0,5,3,4,3,3,1,3,3,5,5,5,5,34,0
4,0,2,0,0,4,4,5,5,4,2,2,2,4,4,4,4,0,1
4,0,4,0,0,5,4,3,3,5,4,3,4,5,5,5,5,26,1
4,0,2,0,0,2,5,4,3,2,2,2,2,2,2,2,2,0,1
3,1,3,1,0,2,3,3,3,4,2,3,3,1,3,3,3,129,0
0,1,1,1,0,2,2,1,2,5,3,0,4,3,2,1,1,114,0
3,1,3,1,0,4,4,3,4,2,5,3,1,5,4,2,2,0,0
1,1,2,1,0,4,2,3,1,2,1,2,1,4,2,4,4,0,0
3,0,3,1,1,5,5,4,5,5,1,3,3,2,5,3,4,49,0
2,0,3,0,0,3,3,2,4,3,2,4,2,3,4,3,3,0,0
3,0,4,0,0,4,4,4,2,4,1,1,1,4,5,4,4,8,0
3,1,3,1,0,2,2,5,2,3,5,3,2,5,2,5,5,15,0
0,0,1,1,1,2,2,2,2,1,0,0,3,5,2,5,5,0,0
1,0,1,1,1,5,5,1,5,5,1,1,3,4,5,4,4,0,0
4,0,3,0,0,3,3,2,2,2,2,2,2,3,3,3,3,0,0
4,0,4,1,1,5,5,1,5,4,3,4,5,1,5,4,5,0,0
4,1,4,1,0,3,3,3,3,4,1,4,4,1,3,4,4,0,0
4,0,4,0,0,4,4,4,4,1,3,3,3,3,4,3,3,0,0
3,0,2,1,0,2,3,3,4,2,5,3,3,2,1,2,2,0,0
4,0,1,0,0,4,5,3,1,4,1,1,1,4,1,4,4,0,1
5,0,1,0,0,5,5,3,5,5,1,1,1,5,5,5,5,23,1
5,0,2,0,0,3,5,4,5,3,2,2,2,3,5,3,3,0,1
1,1,1,2,0,1,1,3,1,2,5,1,4,3,1,4,4,0,0
4,0,2,0,0,4,4,1,4,2,1,2,2,1,4,4,3,0,1
5,0,4,0,0,5,5,3,3,5,4,4,4,5,4,5,5,0,1
4,0,4,0,0,2,5,5,3,2,4,4,4,2,5,2,2,29,1
4,0,4,1,1,3,3,2,3,3,4,4,4,1,3,3,3,14,0
3,1,3,1,0,3,3,4,3,4,2,3,4,4,3,4,4,0,0
1,0,1,0,0,1,1,3,1,2,3,2,2,1,1,4,4,49,0
5,0,4,0,0,4,5,5,3,4,4,4,4,4,2,4,4,0,1
2,0,2,1,0,2,2,2,2,1,1,4,4,1,2,4,3,3,0
2,1,2,1,0,5,5,4,5,2,3,2,4,3,5,3,4,4,0
4,0,5,0,0,5,4,4,4,5,5,5,5,5,3,5,5,0,1
3,1,3,1,0,3,3,2,3,2,1,3,2,3,3,3,2,34,0
5,0,3,0,0,4,4,3,3,4,3,3,3,4,3,4,4,0,1
4,1,3,1,0,5,3,1,2,3,1,3,3,5,5,5,3,2,0
2,0,2,1,1,3,5,1,3,4,0,2,4,5,3,1,5,6,0
2,1,2,1,0,1,1,3,1,1,3,2,3,1,1,4,4,11,0
2,0,3,0,0,3,3,2,2,3,2,2,2,3,3,3,3,108,0
2,1,2,1,0,3,3,5,3,3,5,2,5,5,3,4,5,0,0
4,0,2,0,0,4,5,3,4,5,2,2,2,4,2,4,4,0,1
2,0,3,0,0,4,5,3,1,4,3,3,3,4,3,4,4,0,1
5,0,3,0,0,3,5,3,4,3,3,3,3,3,4,3,3,0,1
2,0,2,0,0,2,2,2,2,2,4,4,4,3,2,4,4,0,0
1,0,4,0,0,5,3,2,1,5,4,4,4,5,1,5,5,0,1
1,1,1,1,1,2,2,5,2,2,4,1,2,5,2,4,4,28,0
5,0,3,0,0,4,4,5,5,4,3,3,3,4,4,4,4,5,1
2,0,2,1,1,2,2,2,2,1,5,2,2,2,2,3,2,1,0
0,1,0,1,0,4,4,4,4,5,2,0,3,1,4,4,3,0,1
4,0,2,0,0,5,5,5,5,5,2,2,2,5,3,5,5,16,1
2,1,2,1,0,3,2,4,3,4,1,2,3,1,3,2,2,4,0
4,1,4,1,0,2,2,5,2,3,5,4,5,4,2,5,4,0,0
2,1,2,1,0,1,1,1,1,4,2,2,4,1,1,4,4,0,0
3,1,3,1,0,1,1,4,1,4,3,3,3,3,1,3,3,28,0
1,0,1,1,1,5,5,1,5,4,5,1,4,1,5,4,4,0,0
1,1,1,1,0,1,1,1,1,2,3,1,5,4,1,3,4,2,0
4,1,4,1,0,5,5,5,5,4,4,4,1,3,5,4,5,11,0
4,0,5,0,0,4,2,2,5,4,5,5,5,4,4,4,4,49,1
2,1,2,1,0,4,5,4,4,2,4,2,3,3,4,5,4,19,0
2,0,2,1,1,3,3,2,3,3,2,2,4,3,3,3,5,10,0
4,0,5,0,0,4,4,4,3,4,3,5,5,4,5,4,4,3,1
3,0,3,1,1,4,3,1,4,2,2,3,4,1,4,4,3,10,0
1,0,5,1,0,5,1,2,2,5,5,5,5,5,2,5,5,0,1
4,1,4,1,0,2,2,3,2,4,4,4,4,3,2,4,4,95,1
1,0,4,0,0,4,2,1,4,4,2,2,2,4,2,4,4,0,0
4,0,4,1,1,5,5,3,5,3,5,4,4,5,5,1,5,2,1
4,1,4,1,0,2,2,2,2,5,3,4,3,1,2,3,2,76,0
2,0,2,0,0,2,3,2,1,2,4,4,4,2,1,2,2,0,0
4,0,4,1,0,5,5,5,5,3,2,2,2,2,5,3,2,0,1
2,0,2,1,0,3,2,1,4,2,3,3,3,3,3,3,3,38,0
4,0,5,1,0,5,5,1,5,4,3,3,3,3,5,1,1,0,1
5,0,5,0,1,4,4,5,4,4,5,5,3,4,4,4,4,11,1
1,0,4,0,0,4,2,1,4,4,5,5,5,4,1,4,4,16,0
4,0,1,0,0,5,4,3,3,5,1,1,1,5,4,5,4,0,1
3,0,3,1,1,3,3,4,3,1,4,3,3,2,3,4,4,7,0
1,0,1,1,1,3,3,3,3,4,1,1,4,2,3,3,4,0,0
1,1,1,1,0,5,5,1,5,2,3,1,3,2,5,1,1,0,0
5,0,2,0,0,4,4,2,2,4,2,4,2,4,4,4,4,0,1
5,0,5,0,1,5,5,1,5,2,5,5,4,1,5,1,4,0,1
5,0,4,0,0,5,1,2,3,5,4,4,4,5,3,5,5,0,1
4,0,2,0,0,4,4,5,4,3,2,2,2,5,4,5,3,1,1
1,0,4,0,0,5,5,5,5,5,4,1,4,5,1,5,5,0,1
4,0,2,0,0,2,4,2,1,2,2,5,2,2,1,2,2,0,0
4,0,1,0,0,3,3,3,3,3,1,1,1,5,3,5,4,38,1
4,0,4,1,1,5,5,1,5,2,0,4,1,1,5,2,4,0,0
4,0,4,1,0,4,3,3,1,4,5,5,5,4,5,4,4,0,0
5,0,3,0,0,4,5,3,5,4,3,3,3,4,2,4,4,0,1
4,0,4,1,1,1,1,1,1,2,5,4,5,3,1,3,4,12,1
4,0,1,0,0,4,5,5,3,4,1,1,1,4,5,4,4,0,1
5,0,4,0,0,5,4,3,5,5,4,4,4,5,2,5,5,45,1
3,1,2,1,0,1,5,4,5,2,5,2,3,1,5,1,1,0,0
5,0,2,0,0,5,4,3,5,5,2,2,2,5,5,5,5,0,1
4,0,1,0,0,4,4,3,4,5,1,1,1,4,4,4,5,44,1
4,0,3,0,0,5,4,5,4,5,3,3,3,5,5,5,5,0,1
4,0,5,0,0,5,5,4,5,5,5,5,5,5,2,5,5,13,1
4,1,2,0,0,3,5,4,3,2,5,2,3,3,4,3,1,0,0
2,0,3,0,0,2,2,1,2,2,1,4,1,2,3,2,3,0,0
4,0,4,0,1,4,4,3,4,2,4,4,3,4,4,4,4,18,0
1,0,1,1,1,2,2,3,2,5,0,1,3,3,2,4,4,0,0
2,1,2,1,0,4,4,5,4,3,5,2,2,5,4,5,4,12,0
4,0,0,0,0,4,4,2,4,2,5,0,4,1,4,3,5,0,1
3,1,3,1,0,4,4,1,4,1,3,3,3,3,4,2,4,0,0
3,0,3,1,0,3,3,5,3,5,2,2,2,2,3,2,2,0,1
3,0,3,0,0,3,3,1,3,4,1,1,1,1,3,4,4,16,0
2,0,3,1,1,2,2,1,2,5,2,2,3,4,2,5,5,16,0
5,0,4,0,0,4,4,4,3,4,4,4,4,4,3,4,4,94,1
1,1,1,2,0,2,2,3,2,5,5,1,3,3,2,1,2,0,0
1,1,1,1,0,5,5,1,5,3,3,1,3,2,5,2,2,124,0
5,0,3,0,0,5,4,4,4,5,3,3,3,5,3,5,5,0,1
4,0,3,0,0,5,5,5,5,5,3,3,3,5,5,5,5,7,1
2,0,2,1,1,1,1,3,1,4,0,2,1,3,1,4,4,0,0
2,0,2,1,0,2,2,2,2,2,3,3,3,4,2,3,3,18,0
3,0,2,1,0,2,3,2,4,2,1,1,1,2,2,2,2,0,0
4,0,5,0,0,4,4,3,4,4,5,5,5,4,2,4,4,10,1
1,1,1,1,0,2,2,5,2,1,5,1,1,2,1,2,2,0,0
5,0,4,0,0,4,4,3,3,4,4,4,4,4,2,4,4,0,1
4,0,4,2,1,2,4,4,4,3,2,4,3,5,4,3,4,253,0
4,0,3,0,0,4,4,3,5,4,3,3,3,4,2,4,4,0,1
4,0,4,0,1,3,3,4,3,4,4,4,2,4,3,5,4,0,1
4,1,4,2,0,5,5,3,5,2,4,4,3,3,5,4,5,0,0
0,1,0,2,0,1,1,1,1,5,1,0,3,2,1,3,3,0,1
2,1,2,1,0,4,4,4,4,3,4,2,4,5,4,4,5,11,0
3,1,3,1,0,4,3,5,4,1,4,3,1,4,4,4,4,0,0
4,0,3,0,0,4,4,4,5,5,3,3,3,4,2,4,4,0,1
0,1,0,1,0,5,5,3,5,5,4,0,1,3,5,5,4,0,1
5,0,5,0,1,3,3,3,3,3,5,5,2,4,3,4,4,7,1
2,1,2,1,0,1,1,5,1,4,4,2,4,3,1,4,5,0,0
4,0,3,0,0,4,4,4,4,5,3,3,3,5,4,4,5,0,1
2,0,2,0,1,3,3,3,3,5,2,2,3,4,3,4,5,29,0
4,0,2,0,0,4,5,4,3,5,2,2,2,4,3,4,4,0,1
3,1,3,2,0,3,2,2,3,5,1,3,3,3,3,2,2,0,0
5,0,3,0,0,4,4,3,4,4,3,3,3,4,5,4,4,3,1
3,1,4,1,0,5,5,4,3,4,4,4,2,5,2,5,5,0,0
4,1,4,2,0,4,4,1,4,4,3,4,4,2,4,3,4,0,0
3,0,3,1,0,3,3,3,3,5,2,2,2,4,3,4,3,14,0
3,1,3,1,0,3,4,4,3,5,4,3,3,4,3,5,4,23,0
4,0,3,0,0,4,5,3,3,4,2,3,3,4,2,4,4,15,1
4,0,4,0,0,4,5,5,5,4,4,4,4,4,2,4,4,0,1
1,0,2,0,0,4,4,5,3,4,2,2,2,4,3,4,4,0,1
3,0,2,0,1,5,5,3,5,4,4,3,4,4,5,3,3,11,0
1,0,1,1,0,1,1,4,1,4,1,1,1,4,1,4,3,0,0
3,1,3,2,0,2,2,1,2,4,2,3,4,2,2,4,4,75,0
3,0,3,0,0,3,3,1,4,3,4,4,4,3,1,3,3,0,0
2,1,1,1,0,2,1,1,3,1,3,1,4,2,5,2,4,0,0
5,0,2,0,0,4,5,4,4,4,2,2,2,4,2,4,4,14,1
3,1,3,1,0,5,5,4,5,3,5,3,3,4,5,4,4,0,0
3,1,3,1,0,2,2,5,2,4,5,3,2,3,2,4,4,34,0
1,0,1,0,0,1,1,3,1,1,1,1,1,3,1,4,4,13,0
4,1,4,1,0,4,4,4,4,4,5,4,3,3,4,4,4,11,0
4,1,2,0,0,3,4,3,3,2,4,2,2,3,5,3,3,0,0
1,1,1,1,0,2,2,5,2,2,4,1,1,3,2,4,5,7,0
3,1,3,1,0,4,3,5,4,4,5,3,2,4,4,4,5,0,0
3,0,3,1,1,5,1,4,5,4,4,3,2,3,5,4,4,93,0
2,1,2,1,0,3,3,3,3,4,4,2,5,3,3,5,5,4,0
2,0,2,1,1,1,1,1,1,4,2,2,4,3,1,3,3,97,0
5,0,5,0,0,5,5,4,5,5,5,4,5,5,5,5,5,0,1
3,0,3,1,0,3,3,4,3,3,4,4,4,2,3,4,3,7,0
1,0,2,0,0,2,2,4,2,5,2,3,2,4,2,4,4,14,0
5,0,5,0,1,2,4,4,2,2,5,5,4,5,2,4,5,25,1
1,1,1,1,0,5,5,5,5,2,5,1,1,5,5,4,5,0,0
3,1,2,1,0,1,5,4,4,2,4,2,3,1,5,1,1,0,0
3,0,5,0,0,3,3,3,3,5,5,5,5,3,3,5,1,2,1
5,1,5,1,0,2,5,5,5,3,1,5,2,5,5,3,2,0,1
4,1,4,1,0,5,5,4,5,4,5,4,4,5,2,5,5,8,0
3,0,5,0,0,4,4,4,4,2,5,5,5,3,4,4,3,2,1
4,0,4,0,1,4,4,3,4,2,4,4,3,4,4,3,3,0,0
1,0,1,2,0,1,1,4,1,3,5,5,5,2,1,3,3,0,0
2,0,2,0,1,4,4,4,4,5,2,2,4,3,4,5,4,0,0
4,0,5,0,0,4,4,5,4,4,5,5,5,4,4,4,4,22,1
5,0,1,0,0,4,4,5,3,4,1,4,1,4,4,4,4,60,1
3,1,3,1,0,3,1,4,3,3,5,3,1,3,3,4,5,0,0
4,1,4,1,0,3,3,3,3,4,4,4,1,3,3,4,1,0,1
5,0,2,0,0,3,5,5,4,3,2,2,2,3,5,3,3,1,1
1,1,2,1,0,5,3,3,4,3,4,3,4,5,3,5,5,4,0
4,0,3,1,0,3,3,5,3,4,4,4,4,3,3,5,5,0,1
3,1,3,1,0,5,5,5,5,3,5,3,2,4,5,4,3,0,0
0,1,0,1,0,3,3,3,3,2,4,0,3,4,3,5,5,0,1
3,1,3,2,0,3,3,4,3,1,3,3,3,1,3,4,4,0,0
1,0,2,0,0,4,4,4,1,4,2,2,2,4,4,4,4,16,1
3,0,4,0,1,5,5,3,5,4,3,3,5,3,5,5,5,26,0
5,0,1,0,0,4,3,4,5,4,1,1,1,4,5,4,4,0,1
4,0,2,0,0,5,4,4,3,5,2,2,2,5,2,5,5,0,1
2,0,2,1,0,2,2,1,2,4,3,3,3,4,2,3,4,0,0
4,0,5,0,0,4,5,4,3,4,5,5,5,4,2,4,4,0,1
1,0,1,1,1,2,2,4,2,5,1,1,4,4,2,3,4,0,0
4,0,4,0,0,4,4,4,4,3,4,4,4,4,4,3,3,0,0
5,0,3,1,0,3,4,1,1,3,4,4,4,3,1,3,3,19,1
2,1,2,1,0,2,5,5,2,5,0,2,2,2,2,2,4,2,0
4,0,4,0,0,4,4,2,4,5,3,4,3,3,4,4,3,0,0
3,0,3,1,1,2,2,2,2,4,3,3,4,3,2,4,3,0,0
4,0,4,1,1,4,2,5,4,2,5,4,4,3,4,4,5,0,0
5,1,5,1,0,5,5,3,5,5,4,5,4,5,5,4,4,2,1
2,0,2,2,0,2,2,1,2,3,1,1,1,5,2,2,4,0,1
4,0,3,0,0,4,5,4,5,4,2,3,3,4,3,4,4,15,1
5,0,1,0,0,5,4,5,4,5,1,1,1,5,4,5,5,0,1
4,0,2,0,0,3,5,4,5,3,2,2,2,3,5,3,3,0,1
0,1,1,1,0,5,5,4,5,5,4,0,3,4,5,5,4,80,0
4,0,4,0,0,4,4,4,4,5,4,3,4,4,4,4,5,15,1
3,0,4,0,1,3,3,5,3,5,4,3,5,3,3,5,5,0,1
4,1,4,0,0,1,4,5,5,4,4,4,4,1,3,1,1,0,1
4,0,2,0,0,4,4,5,5,5,2,2,2,4,3,4,4,1,1
4,0,4,0,0,5,5,4,4,5,4,4,4,5,4,5,5,7,1
2,0,4,0,0,5,5,1,3,5,4,4,4,5,3,5,5,1,1
5,0,5,1,0,5,5,2,5,4,2,2,2,1,5,5,5,0,1
3,0,2,0,0,2,3,2,2,2,4,4,4,2,3,2,2,14,0
5,1,3,1,0,5,4,3,4,3,0,3,4,5,2,5,5,0,0
5,0,4,0,1,3,3,3,3,3,0,5,5,3,3,4,4,31,1
4,1,3,1,0,4,3,3,4,4,1,4,3,3,4,3,3,1,0
5,1,2,0,0,3,5,3,4,5,5,5,3,3,5,3,3,71,0
2,0,2,1,0,2,3,3,2,5,1,1,1,1,2,3,3,0,0
5,1,5,1,0,5,5,4,5,3,3,5,4,2,5,4,4,12,1
5,0,5,0,1,2,2,4,2,4,3,5,1,3,2,5,5,0,1
3,0,3,1,1,1,4,5,1,2,0,3,2,5,1,4,4,4,0
2,0,1,0,0,1,1,1,1,2,2,2,2,1,1,3,4,18,0
3,0,3,0,0,4,5,2,1,4,3,3,3,4,2,4,4,0,1
3,1,3,1,0,5,5,5,5,4,4,3,3,4,5,5,5,4,0
1,1,1,1,0,2,2,3,2,5,4,1,4,4,2,3,4,6,0
5,0,1,0,0,4,5,3,4,4,1,5,1,4,2,4,4,0,1
4,1,4,2,0,3,3,4,3,4,5,4,3,5,3,4,5,0,1
1,0,1,1,0,1,1,1,1,4,1,1,1,5,1,2,3,191,0
0,0,0,0,1,1,1,5,1,2,0,0,2,4,1,5,4,0,1
4,0,4,1,1,3,3,2,3,2,0,4,3,5,3,3,1,0,1
5,0,2,0,0,3,5,4,3,4,2,2,2,3,3,3,3,1,1
5,0,5,1,0,5,5,1,5,5,4,4,4,5,5,3,1,0,1
4,0,4,0,1,3,1,3,3,4,4,4,3,4,3,4,4,9,0
5,0,4,0,0,4,4,5,5,5,1,4,4,4,3,4,4,2,1
2,1,3,1,0,1,1,5,1,3,5,2,2,3,1,5,5,0,0
3,0,5,1,0,5,1,2,4,5,1,1,1,5,5,5,5,0,1
3,0,3,0,0,3,2,2,1,3,4,4,4,3,2,3,3,0,0
3,0,3,0,0,3,3,3,3,4,3,3,3,4,3,3,3,134,0
5,1,4,1,0,5,5,3,3,4,5,4,2,5,4,5,5,0,1
2,0,5,0,0,4,3,3,4,4,5,5,5,4,3,4,4,0,1
5,0,5,0,0,5,4,5,5,5,5,5,5,5,2,5,5,7,1
2,1,1,1,0,3,3,3,3,3,4,2,1,3,3,5,3,0,0
2,1,2,1,0,1,1,5,1,2,4,2,3,3,1,4,4,12,0
5,0,5,1,0,5,5,2,5,1,3,3,3,4,5,5,3,48,1
2,1,2,1,0,5,5,4,5,5,4,2,4,3,5,4,4,21,0
1,0,1,0,0,1,1,2,1,3,1,1,1,4,1,4,3,0,0
3,1,4,1,0,5,5,3,5,5,5,3,2,4,5,5,4,0,1
5,0,4,0,0,5,5,3,4,5,4,4,4,5,3,5,5,23,1
4,0,3,0,0,5,4,2,4,5,3,3,3,5,4,5,4,0,1
1,1,1,1,0,5,5,4,5,3,5,1,2,3,5,1,2,0,0
4,0,4,0,0,4,4,3,5,4,4,4,4,4,2,4,4,0,1
5,1,4,1,0,5,1,3,5,4,5,5,3,3,5,5,4,0,1
4,0,4,1,1,2,2,5,2,5,0,4,3,2,2,4,1,10,0
4,0,3,0,0,4,5,3,3,4,3,3,3,4,3,4,4,4,1
3,0,2,0,0,2,2,2,4,2,2,2,2,2,5,2,2,2,0
4,0,2,2,0,1,2,2,2,3,3,3,3,3,3,1,3,159,0
5,0,5,0,0,4,4,4,3,4,5,5,5,4,3,4,4,40,1
3,0,3,1,1,4,4,5,4,4,0,3,1,2,4,2,3,89,0
5,1,2,1,0,3,5,5,5,5,5,2,2,3,2,5,5,188,0
5,0,2,0,0,5,4,3,4,5,2,2,2,5,4,5,4,39,1
3,0,3,0,0,3,3,1,3,3,5,5,5,2,3,3,4,31,0
4,0,1,0,0,4,3,2,3,4,1,1,1,4,5,4,3,28,1
1,1,2,0,0,2,3,3,3,4,4,2,1,1,2,2,4,0,0
1,1,2,2,0,2,2,4,3,2,3,2,3,2,3,2,2,2,0
4,0,4,0,0,4,4,3,4,4,1,5,1,1,4,3,4,0,0
2,0,2,1,0,2,2,4,2,4,2,2,2,1,2,4,3,0,0
0,0,0,0,1,5,5,5,5,5,5,0,2,3,5,5,4,14,1
4,0,5,0,0,4,4,4,4,5,5,5,5,4,4,4,1,0,1
4,0,1,0,0,3,4,3,3,4,1,1,1,3,2,3,4,0,1
4,0,3,0,1,5,5,5,5,3,4,4,3,3,5,4,5,0,0
4,0,3,0,0,1,3,4,3,1,2,2,2,1,5,1,3,13,0
3,0,2,1,0,2,2,4,2,1,4,4,4,3,2,4,4,0,0
2,0,3,1,0,3,3,4,3,3,3,3,3,3,5,3,3,33,0
4,0,4,1,0,4,4,5,4,1,1,1,1,1,4,1,5,0,1
5,0,5,0,0,4,5,4,3,4,5,5,5,4,5,4,4,6,1
0,1,2,1,0,3,3,5,3,2,5,0,5,3,3,4,5,3,0
1,0,1,1,1,5,5,5,5,1,0,1,4,2,5,3,4,0,0
4,0,2,0,0,4,5,5,4,4,2,2,2,4,4,4,4,0,1
4,0,3,0,0,3,4,2,3,3,2,4,2,3,1,3,3,0,0
5,1,3,1,0,5,5,5,5,4,3,0,2,2,0,5,5,115,0
3,1,3,1,0,4,4,2,4,5,4,3,3,1,4,4,3,17,0
4,0,5,0,0,4,5,5,3,4,5,5,5,4,5,4,4,17,1
3,1,3,1,0,5,3,4,2,3,3,3,3,5,3,5,5,0,0
3,0,2,0,0,2,2,4,4,3,1,1,1,2,5,2,2,14,0
