,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
37747,37747,105840,Female,Loyal Customer,36,Personal Travel,Eco,842,4,5,4,1,1,4,1,1,5,3,4,5,4,1,0,0.0,neutral or dissatisfied
77386,77386,96342,Female,Loyal Customer,32,Business travel,Business,1609,5,5,5,5,5,5,5,5,4,2,3,3,5,5,0,0.0,satisfied
100073,100073,96483,Male,Loyal Customer,43,Business travel,Business,2122,2,2,2,2,5,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
26766,26766,73137,Female,Loyal Customer,34,Personal Travel,Eco,1068,4,5,4,4,5,4,5,5,5,2,5,4,4,5,0,9.0,neutral or dissatisfied
53421,53421,105324,Male,Loyal Customer,47,Business travel,Business,452,2,2,2,2,2,4,4,5,5,5,5,5,5,3,32,21.0,satisfied
1132,1132,44104,Male,Loyal Customer,51,Business travel,Business,2131,4,4,4,4,5,5,3,5,5,5,5,3,5,3,0,0.0,satisfied
75819,75819,33567,Male,Loyal Customer,35,Business travel,Business,1864,3,3,3,3,4,5,4,2,2,2,2,2,2,4,0,0.0,satisfied
29419,29419,45835,Male,Loyal Customer,25,Personal Travel,Eco,391,2,2,2,4,1,2,1,1,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
72156,72156,76160,Female,Loyal Customer,48,Personal Travel,Eco,689,3,5,3,1,2,5,5,4,4,3,1,3,4,3,0,0.0,neutral or dissatisfied
84710,84710,110823,Male,Loyal Customer,13,Personal Travel,Eco,997,2,1,2,2,1,2,1,1,3,3,2,2,2,1,96,,neutral or dissatisfied
103186,103186,74568,Female,Loyal Customer,43,Business travel,Business,1438,4,3,3,3,2,3,4,4,4,4,4,4,4,4,29,7.0,neutral or dissatisfied
67800,67800,101838,Female,Loyal Customer,16,Personal Travel,Eco,1521,3,5,3,4,2,3,2,2,1,1,5,4,5,2,0,0.0,neutral or dissatisfied
78828,78828,128401,Female,Loyal Customer,62,Business travel,Business,2679,3,4,2,4,4,2,3,3,3,3,3,3,3,1,11,7.0,neutral or dissatisfied
8254,8254,19866,Female,Loyal Customer,24,Business travel,Eco Plus,693,2,4,4,4,2,3,1,2,3,5,3,1,3,2,53,42.0,neutral or dissatisfied
70635,70635,29443,Female,Loyal Customer,51,Business travel,Eco,421,5,2,2,2,1,2,2,5,5,5,5,5,5,2,0,0.0,satisfied
46793,46793,128404,Female,disloyal Customer,30,Business travel,Eco,370,4,2,4,3,5,4,5,5,1,5,3,1,4,5,0,0.0,neutral or dissatisfied
67066,67066,85895,Female,Loyal Customer,40,Business travel,Business,761,5,5,5,5,4,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
43203,43203,86177,Male,disloyal Customer,39,Business travel,Business,356,3,2,2,2,2,2,1,2,3,4,3,1,2,2,0,0.0,neutral or dissatisfied
1373,1373,31950,Male,Loyal Customer,47,Business travel,Business,102,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,1.0,satisfied
73415,73415,72468,Female,Loyal Customer,39,Business travel,Business,2504,2,2,4,2,4,5,4,4,4,4,4,4,4,5,1,0.0,satisfied
87112,87112,109314,Female,disloyal Customer,31,Business travel,Eco,1136,1,1,1,3,3,1,3,3,2,5,3,1,3,3,35,32.0,neutral or dissatisfied
19556,19556,13929,Male,disloyal Customer,26,Business travel,Eco,192,2,2,2,2,5,2,5,5,4,3,2,3,1,5,0,9.0,neutral or dissatisfied
94762,94762,25146,Female,Loyal Customer,25,Business travel,Eco,406,5,2,2,2,5,5,4,5,2,5,2,5,1,5,66,65.0,satisfied
51096,51096,126466,Male,disloyal Customer,34,Business travel,Business,1788,4,4,4,5,5,4,5,5,5,3,5,5,4,5,0,0.0,neutral or dissatisfied
103673,103673,29541,Female,Loyal Customer,47,Business travel,Business,1448,5,5,5,5,3,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
47236,47236,12767,Female,Loyal Customer,61,Business travel,Eco Plus,689,2,1,1,1,2,3,3,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
11542,11542,89428,Male,Loyal Customer,52,Personal Travel,Eco,134,5,4,5,4,5,5,5,5,4,2,3,2,3,5,88,89.0,satisfied
49362,49362,45659,Male,Loyal Customer,56,Business travel,Eco Plus,260,5,5,5,5,5,5,5,5,4,2,4,3,5,5,0,5.0,satisfied
80761,80761,73718,Male,disloyal Customer,36,Business travel,Eco,204,3,0,3,4,2,3,2,2,1,3,3,3,1,2,0,0.0,neutral or dissatisfied
35217,35217,68847,Female,Loyal Customer,55,Business travel,Business,1061,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,1.0,satisfied
88877,88877,9677,Female,Loyal Customer,36,Business travel,Eco,284,1,1,1,1,1,1,1,1,3,1,3,2,2,1,0,1.0,neutral or dissatisfied
76813,76813,86187,Female,Loyal Customer,55,Business travel,Eco,356,3,3,1,3,1,3,3,3,3,3,3,2,3,2,7,0.0,neutral or dissatisfied
29668,29668,28417,Female,Loyal Customer,30,Business travel,Business,1399,1,1,1,1,4,4,4,4,4,1,5,2,1,4,0,3.0,satisfied
22783,22783,19798,Male,Loyal Customer,32,Personal Travel,Eco Plus,578,2,1,3,3,3,3,3,3,3,1,4,1,3,3,39,36.0,neutral or dissatisfied
43978,43978,125521,Female,Loyal Customer,50,Business travel,Business,226,0,1,1,1,3,5,4,3,3,3,5,4,3,3,0,0.0,satisfied
78056,78056,12829,Female,Loyal Customer,50,Business travel,Eco,528,4,4,4,4,3,3,5,4,4,4,4,1,4,2,0,0.0,satisfied
66223,66223,26700,Male,Loyal Customer,15,Personal Travel,Eco,545,2,5,2,5,2,2,2,2,1,5,5,4,3,2,0,0.0,neutral or dissatisfied
30623,30623,19829,Male,Loyal Customer,51,Business travel,Business,3563,2,2,2,2,2,3,4,2,2,2,2,3,2,1,0,19.0,neutral or dissatisfied
100159,100159,60588,Female,Loyal Customer,12,Personal Travel,Eco,1290,5,4,5,3,5,5,5,5,3,5,5,5,4,5,0,12.0,satisfied
60157,60157,54669,Male,disloyal Customer,25,Business travel,Eco,854,3,3,3,3,5,3,5,5,5,4,3,2,2,5,2,23.0,neutral or dissatisfied
55203,55203,8464,Female,Loyal Customer,34,Personal Travel,Eco,1379,3,3,4,3,1,4,1,1,3,1,3,2,3,1,2,0.0,neutral or dissatisfied
70116,70116,35462,Female,Loyal Customer,24,Personal Travel,Eco,989,2,4,2,3,1,2,1,1,3,4,5,5,4,1,0,0.0,neutral or dissatisfied
65352,65352,10485,Male,Loyal Customer,40,Business travel,Business,3136,4,4,4,4,5,5,5,3,5,4,5,5,5,5,162,157.0,satisfied
71515,71515,26777,Male,Loyal Customer,26,Business travel,Business,3232,1,1,1,1,3,4,3,3,3,5,1,2,5,3,5,0.0,satisfied
30964,30964,25903,Female,disloyal Customer,22,Business travel,Eco Plus,907,5,0,5,3,5,5,5,5,2,2,3,4,1,5,1,7.0,satisfied
40792,40792,34103,Male,disloyal Customer,24,Business travel,Eco,1046,5,5,5,4,5,2,2,1,4,2,5,2,2,2,139,142.0,satisfied
11143,11143,92787,Male,Loyal Customer,56,Business travel,Business,1671,1,1,1,1,3,4,5,3,3,2,3,4,3,5,0,0.0,satisfied
47173,47173,91047,Male,Loyal Customer,45,Personal Travel,Eco,223,3,2,0,3,3,0,3,3,2,2,3,1,3,3,5,27.0,neutral or dissatisfied
98301,98301,21927,Female,disloyal Customer,21,Business travel,Eco,448,1,2,1,2,4,1,4,4,4,2,3,4,2,4,2,0.0,neutral or dissatisfied
54816,54816,92600,Male,Loyal Customer,35,Business travel,Business,2218,2,5,5,5,1,1,2,2,2,2,2,4,2,4,0,8.0,neutral or dissatisfied
66515,66515,72781,Male,disloyal Customer,25,Business travel,Eco,1045,3,3,3,4,1,3,1,1,5,5,5,4,4,1,0,0.0,neutral or dissatisfied
84218,84218,22793,Female,disloyal Customer,29,Business travel,Eco,170,2,3,2,3,4,2,1,4,2,3,3,1,3,4,0,12.0,neutral or dissatisfied
88039,88039,103664,Female,Loyal Customer,39,Business travel,Eco,251,3,2,2,2,3,3,3,3,4,2,4,3,4,3,15,18.0,neutral or dissatisfied
8224,8224,8472,Male,Loyal Customer,54,Business travel,Business,2784,3,3,3,3,3,4,4,5,5,5,5,4,5,4,1,0.0,satisfied
81257,81257,18545,Male,disloyal Customer,77,Business travel,Eco,190,4,3,4,4,5,4,5,5,2,3,4,2,3,5,0,0.0,neutral or dissatisfied
88380,88380,114856,Female,Loyal Customer,49,Business travel,Business,3232,1,1,1,1,2,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
31689,31689,104043,Female,Loyal Customer,55,Business travel,Eco,1044,4,2,2,2,5,2,3,4,4,4,4,2,4,3,0,15.0,neutral or dissatisfied
87278,87278,8118,Male,Loyal Customer,49,Business travel,Business,335,2,5,5,5,3,3,4,2,2,2,2,2,2,3,54,51.0,neutral or dissatisfied
103051,103051,4740,Female,Loyal Customer,40,Business travel,Eco,488,4,1,1,1,4,4,4,4,4,5,4,4,3,4,0,0.0,neutral or dissatisfied
18283,18283,536,Female,Loyal Customer,51,Business travel,Business,134,5,5,5,5,4,4,5,5,5,5,4,5,5,3,0,0.0,satisfied
1870,1870,55549,Male,Loyal Customer,69,Personal Travel,Eco,550,3,4,3,4,2,3,4,2,1,4,3,3,3,2,0,0.0,neutral or dissatisfied
56641,56641,128045,Female,disloyal Customer,25,Business travel,Business,735,1,5,1,2,1,1,1,1,4,5,5,4,5,1,16,7.0,neutral or dissatisfied
21308,21308,59082,Female,disloyal Customer,39,Business travel,Eco,346,4,3,4,3,2,4,2,2,2,1,4,4,3,2,0,0.0,neutral or dissatisfied
52349,52349,32607,Female,Loyal Customer,51,Business travel,Business,2190,3,1,1,1,5,4,3,2,2,2,3,4,2,2,0,4.0,neutral or dissatisfied
102916,102916,36064,Male,Loyal Customer,47,Business travel,Eco,413,4,2,2,2,4,4,4,4,1,2,2,5,2,4,0,0.0,satisfied
17544,17544,91129,Female,Loyal Customer,14,Personal Travel,Eco,545,3,2,3,3,1,3,1,1,4,5,4,3,3,1,6,2.0,neutral or dissatisfied
215,215,23328,Female,Loyal Customer,38,Business travel,Business,3753,2,2,2,2,1,1,5,4,4,4,4,4,4,1,0,0.0,satisfied
20268,20268,8805,Male,Loyal Customer,19,Business travel,Eco,522,1,2,2,2,1,1,1,1,3,1,4,4,3,1,0,0.0,neutral or dissatisfied
29562,29562,62573,Male,Loyal Customer,47,Business travel,Business,1846,3,3,3,3,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
50552,50552,43565,Female,Loyal Customer,40,Personal Travel,Eco Plus,637,4,5,4,2,4,4,4,4,4,4,4,3,4,4,42,54.0,neutral or dissatisfied
88422,88422,116951,Male,Loyal Customer,58,Business travel,Business,369,3,3,2,3,2,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
32227,32227,58560,Male,Loyal Customer,40,Business travel,Eco Plus,1514,5,1,1,1,5,4,5,5,4,2,4,2,4,5,5,0.0,neutral or dissatisfied
9684,9684,40393,Male,Loyal Customer,44,Business travel,Business,3317,3,3,3,3,5,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
93879,93879,78551,Female,disloyal Customer,36,Business travel,Business,666,2,2,2,4,3,2,3,3,5,2,5,3,5,3,0,0.0,neutral or dissatisfied
84051,84051,121786,Female,disloyal Customer,34,Business travel,Business,366,1,2,2,1,5,2,5,5,4,2,4,4,4,5,0,0.0,neutral or dissatisfied
6117,6117,37836,Female,Loyal Customer,50,Business travel,Eco,1065,2,3,3,3,2,5,2,2,2,2,2,2,2,5,42,24.0,satisfied
69943,69943,128449,Female,Loyal Customer,24,Personal Travel,Eco,325,5,3,5,3,4,5,4,4,2,3,3,2,1,4,0,0.0,satisfied
73301,73301,5698,Female,Loyal Customer,45,Business travel,Business,3178,3,3,3,3,5,3,4,3,3,4,3,1,3,5,0,0.0,satisfied
63457,63457,116612,Female,disloyal Customer,39,Business travel,Business,325,2,2,2,4,3,2,3,3,5,2,4,4,5,3,0,0.0,neutral or dissatisfied
50042,50042,36959,Male,disloyal Customer,24,Business travel,Eco,667,2,5,2,4,2,2,1,2,1,2,4,2,4,2,0,0.0,neutral or dissatisfied
61028,61028,7105,Female,Loyal Customer,57,Personal Travel,Eco,157,3,4,3,2,5,4,5,5,5,3,5,4,5,5,47,41.0,neutral or dissatisfied
55845,55845,95512,Female,Loyal Customer,58,Business travel,Business,677,2,2,2,2,4,4,4,4,4,4,4,5,4,5,14,0.0,satisfied
1795,1795,120333,Male,Loyal Customer,23,Business travel,Eco Plus,268,1,5,5,5,1,1,1,1,1,1,3,3,4,1,0,0.0,neutral or dissatisfied
20745,20745,67132,Male,Loyal Customer,39,Business travel,Eco,985,2,3,3,3,2,2,2,2,2,2,2,3,3,2,21,29.0,neutral or dissatisfied
99722,99722,27996,Female,Loyal Customer,49,Business travel,Business,1776,4,4,4,4,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
13438,13438,36980,Female,Loyal Customer,22,Business travel,Business,2091,5,5,5,5,4,4,4,4,2,5,3,5,1,4,0,0.0,satisfied
25727,25727,83234,Female,Loyal Customer,35,Business travel,Business,1956,1,1,1,1,2,3,5,5,5,5,5,3,5,5,0,0.0,satisfied
29405,29405,26914,Male,Loyal Customer,45,Business travel,Eco,1774,4,5,5,5,4,4,4,4,2,4,4,2,4,4,0,0.0,satisfied
93555,93555,122523,Male,Loyal Customer,56,Business travel,Business,500,2,2,2,2,3,5,5,4,4,4,4,3,4,4,4,3.0,satisfied
57078,57078,470,Male,Loyal Customer,43,Business travel,Business,1634,3,2,3,3,5,5,4,5,5,5,4,4,5,4,0,0.0,satisfied
72898,72898,95306,Male,Loyal Customer,21,Personal Travel,Eco,293,1,5,1,2,4,1,4,4,4,2,4,4,5,4,38,27.0,neutral or dissatisfied
24690,24690,128523,Female,Loyal Customer,44,Personal Travel,Eco,646,2,2,2,3,3,3,3,4,4,2,4,2,4,1,0,0.0,neutral or dissatisfied
83913,83913,68441,Female,Loyal Customer,60,Personal Travel,Eco Plus,1045,2,4,2,3,5,3,3,1,1,2,1,2,1,4,0,0.0,neutral or dissatisfied
4067,4067,47375,Female,Loyal Customer,53,Business travel,Eco,558,1,4,4,4,5,3,4,1,1,1,1,4,1,4,14,6.0,neutral or dissatisfied
20447,20447,4185,Female,Loyal Customer,49,Business travel,Business,1781,5,5,5,5,3,4,4,4,4,4,4,3,4,4,96,113.0,satisfied
101885,101885,94082,Female,Loyal Customer,46,Business travel,Business,1979,0,5,0,4,3,5,4,1,1,1,1,5,1,4,0,0.0,satisfied
61094,61094,5043,Male,Loyal Customer,42,Business travel,Business,235,1,1,1,1,2,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
59851,59851,64741,Female,disloyal Customer,26,Business travel,Business,282,5,0,5,3,1,5,1,1,3,2,5,4,4,1,0,0.0,satisfied
57526,57526,31778,Male,Loyal Customer,53,Personal Travel,Eco,602,2,4,2,5,2,2,2,2,1,2,3,4,4,2,4,8.0,neutral or dissatisfied
55262,55262,107595,Female,Loyal Customer,40,Business travel,Business,1596,1,1,1,1,5,4,5,4,4,4,4,5,4,5,2,0.0,satisfied
37214,37214,82676,Female,Loyal Customer,58,Personal Travel,Business,632,1,5,1,4,2,5,4,4,4,1,2,4,4,4,0,9.0,neutral or dissatisfied
16030,16030,33394,Male,Loyal Customer,22,Business travel,Business,2917,3,3,5,3,4,4,4,4,1,4,5,5,4,4,0,0.0,satisfied
54806,54806,113847,Male,disloyal Customer,28,Business travel,Business,1363,0,0,0,3,5,0,5,5,5,2,4,3,5,5,6,0.0,satisfied
21342,21342,82145,Male,disloyal Customer,21,Business travel,Eco,237,1,5,1,4,1,5,4,3,3,5,5,4,4,4,419,460.0,neutral or dissatisfied
83806,83806,19962,Female,Loyal Customer,55,Personal Travel,Eco Plus,315,1,5,1,2,5,5,5,1,1,1,1,4,1,4,0,0.0,neutral or dissatisfied
101126,101126,66268,Female,Loyal Customer,67,Personal Travel,Eco,550,3,4,3,4,4,4,4,1,1,3,1,3,1,3,0,0.0,neutral or dissatisfied
49474,49474,98573,Female,Loyal Customer,47,Business travel,Business,3221,2,2,2,2,5,5,5,5,5,5,5,3,5,4,34,26.0,satisfied
29083,29083,19497,Female,Loyal Customer,35,Business travel,Eco,508,5,4,2,4,5,5,5,5,3,4,4,1,2,5,0,0.0,satisfied
7451,7451,12330,Male,Loyal Customer,20,Business travel,Eco,201,5,3,3,3,5,5,5,5,5,2,2,5,1,5,0,2.0,satisfied
30326,30326,119063,Male,Loyal Customer,70,Personal Travel,Eco Plus,2279,1,4,0,3,3,0,3,3,3,4,3,5,4,3,95,57.0,neutral or dissatisfied
63424,63424,127031,Female,Loyal Customer,60,Business travel,Eco,370,4,5,5,5,2,4,4,4,4,4,4,4,4,2,15,6.0,neutral or dissatisfied
97083,97083,84489,Female,Loyal Customer,22,Personal Travel,Eco,2994,4,1,4,2,4,4,4,3,1,1,1,4,1,4,0,0.0,neutral or dissatisfied
15569,15569,86756,Male,Loyal Customer,11,Personal Travel,Eco,821,2,4,2,4,4,2,4,4,5,5,4,4,5,4,0,0.0,neutral or dissatisfied
79588,79588,53558,Male,Loyal Customer,17,Personal Travel,Business,1195,2,1,2,4,4,2,4,4,2,4,3,1,4,4,31,22.0,neutral or dissatisfied
31447,31447,58988,Female,disloyal Customer,50,Business travel,Business,1846,3,3,3,4,4,3,4,4,4,4,3,4,5,4,15,11.0,neutral or dissatisfied
6843,6843,14912,Male,Loyal Customer,12,Personal Travel,Eco,315,4,3,4,3,2,4,2,2,3,4,2,1,3,2,0,0.0,neutral or dissatisfied
24783,24783,71808,Male,Loyal Customer,52,Business travel,Business,1846,3,3,3,3,5,4,4,4,4,4,4,4,4,3,35,37.0,satisfied
80843,80843,23573,Female,Loyal Customer,48,Personal Travel,Eco,1015,3,4,3,1,3,4,5,3,3,3,3,5,3,4,1,0.0,neutral or dissatisfied
56708,56708,47065,Female,Loyal Customer,34,Business travel,Business,1634,3,4,4,4,3,3,3,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
60707,60707,42043,Male,Loyal Customer,62,Business travel,Business,2542,1,5,1,5,2,3,3,3,3,3,1,3,3,4,0,0.0,neutral or dissatisfied
39037,39037,100174,Male,Loyal Customer,34,Personal Travel,Eco,468,2,5,2,3,2,2,2,2,4,2,5,5,4,2,26,34.0,neutral or dissatisfied
38081,38081,69533,Female,Loyal Customer,58,Business travel,Business,2475,5,5,5,5,5,5,5,5,4,3,5,5,3,5,0,11.0,satisfied
27665,27665,97733,Female,Loyal Customer,23,Business travel,Business,2740,2,2,2,2,3,3,3,3,3,4,5,4,5,3,0,0.0,satisfied
12588,12588,92722,Male,Loyal Customer,43,Business travel,Business,1276,2,2,3,2,4,4,5,4,4,4,4,5,4,5,0,0.0,satisfied
47687,47687,118177,Female,Loyal Customer,48,Business travel,Eco,1444,1,2,2,2,4,4,3,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
65680,65680,65288,Female,Loyal Customer,58,Personal Travel,Eco Plus,551,3,3,3,3,4,4,4,4,4,3,4,4,4,3,0,0.0,neutral or dissatisfied
49569,49569,123290,Female,Loyal Customer,19,Personal Travel,Eco,468,4,4,4,3,2,4,2,2,4,2,5,3,4,2,0,0.0,neutral or dissatisfied
52972,52972,84307,Male,Loyal Customer,13,Personal Travel,Eco,235,2,5,2,3,3,2,3,3,1,5,1,2,5,3,17,21.0,neutral or dissatisfied
34808,34808,67061,Female,Loyal Customer,11,Business travel,Business,1765,2,1,2,1,2,2,2,2,3,4,2,3,3,2,0,0.0,neutral or dissatisfied
35807,35807,25077,Male,Loyal Customer,58,Business travel,Eco,957,3,2,2,2,3,3,3,3,1,1,4,4,3,3,0,39.0,neutral or dissatisfied
47284,47284,72657,Female,Loyal Customer,30,Personal Travel,Eco,985,1,4,1,3,1,1,1,1,5,4,5,4,4,1,0,0.0,neutral or dissatisfied
89342,89342,15105,Female,Loyal Customer,20,Personal Travel,Eco,322,2,3,2,4,2,2,2,2,4,2,3,4,3,2,0,4.0,neutral or dissatisfied
38568,38568,122208,Female,Loyal Customer,38,Business travel,Business,3997,4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
5673,5673,103053,Male,Loyal Customer,22,Business travel,Eco,687,2,3,3,3,2,2,1,2,1,3,3,4,2,2,74,78.0,neutral or dissatisfied
3021,3021,84332,Female,Loyal Customer,60,Business travel,Business,3380,4,4,4,4,5,4,5,3,3,3,3,5,3,4,0,0.0,satisfied
1548,1548,116830,Male,Loyal Customer,43,Business travel,Business,3802,3,3,3,3,4,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
25233,25233,91491,Female,Loyal Customer,11,Personal Travel,Eco Plus,859,2,5,2,2,3,2,3,3,3,5,5,5,5,3,0,0.0,neutral or dissatisfied
17187,17187,60799,Female,Loyal Customer,57,Business travel,Business,472,3,3,3,3,2,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
93308,93308,110147,Male,Loyal Customer,9,Business travel,Business,3868,3,3,3,3,3,3,3,3,2,4,3,3,2,3,8,19.0,neutral or dissatisfied
67532,67532,100147,Male,Loyal Customer,54,Business travel,Business,2129,2,3,3,3,4,3,4,2,2,2,2,2,2,2,84,77.0,neutral or dissatisfied
18612,18612,84372,Male,Loyal Customer,28,Business travel,Business,606,1,1,1,1,1,1,1,1,4,4,4,1,3,1,58,64.0,neutral or dissatisfied
21563,21563,5718,Female,Loyal Customer,66,Personal Travel,Eco,436,3,5,3,3,3,4,5,5,5,3,5,5,5,3,0,0.0,neutral or dissatisfied
61133,61133,6881,Female,disloyal Customer,61,Business travel,Business,265,1,1,1,3,2,1,2,2,5,3,5,4,4,2,3,16.0,neutral or dissatisfied
99157,99157,40344,Male,disloyal Customer,26,Business travel,Eco,920,1,0,0,2,1,0,1,1,5,2,2,5,4,1,0,0.0,neutral or dissatisfied
88057,88057,32702,Female,Loyal Customer,33,Business travel,Eco,216,2,4,4,4,2,2,2,2,3,3,3,1,4,2,8,6.0,neutral or dissatisfied
44719,44719,54562,Male,Loyal Customer,30,Business travel,Eco Plus,925,5,3,5,3,5,5,5,5,5,3,5,5,1,5,5,6.0,satisfied
48931,48931,19969,Male,Loyal Customer,36,Business travel,Business,3024,3,2,2,2,1,4,4,3,3,2,3,4,3,3,48,38.0,neutral or dissatisfied
78927,78927,78840,Male,Loyal Customer,18,Personal Travel,Eco,432,4,5,4,2,3,4,3,3,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
85295,85295,109136,Male,Loyal Customer,41,Business travel,Business,1636,2,2,2,2,3,5,5,4,4,4,4,5,4,4,2,0.0,satisfied
51464,51464,23073,Male,disloyal Customer,60,Business travel,Eco,1211,4,4,4,3,1,4,1,1,2,5,1,5,4,1,5,0.0,neutral or dissatisfied
54008,54008,24576,Male,Loyal Customer,30,Business travel,Eco Plus,874,4,5,5,5,4,4,4,4,3,1,5,1,3,4,0,0.0,satisfied
19165,19165,35680,Male,disloyal Customer,25,Business travel,Eco,1408,4,4,4,2,4,5,5,5,2,3,1,5,5,5,0,0.0,satisfied
76098,76098,36533,Female,Loyal Customer,59,Business travel,Eco,1249,2,1,5,1,3,4,3,2,2,2,2,2,2,1,5,0.0,satisfied
7752,7752,81379,Male,Loyal Customer,39,Business travel,Business,748,5,5,5,5,4,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
79718,79718,91281,Female,Loyal Customer,48,Business travel,Business,3838,1,1,1,1,5,4,5,4,4,5,4,4,4,3,6,4.0,satisfied
58853,58853,111636,Female,disloyal Customer,30,Business travel,Business,1558,5,5,5,1,4,5,4,4,4,3,5,5,4,4,0,0.0,satisfied
82868,82868,117015,Female,disloyal Customer,42,Business travel,Eco,370,3,1,3,2,3,3,3,3,4,4,3,3,3,3,0,0.0,neutral or dissatisfied
69992,69992,29413,Male,Loyal Customer,46,Personal Travel,Eco,2614,1,4,1,3,1,4,4,1,4,4,3,4,3,4,8,18.0,neutral or dissatisfied
22183,22183,117298,Female,disloyal Customer,30,Business travel,Business,370,0,0,0,1,1,0,1,1,5,4,4,3,5,1,0,0.0,satisfied
81952,81952,90672,Female,disloyal Customer,24,Business travel,Eco,406,3,4,3,3,2,3,2,2,2,1,4,4,3,2,9,25.0,neutral or dissatisfied
92208,92208,59643,Female,disloyal Customer,17,Business travel,Eco,964,1,1,1,5,3,1,5,3,1,1,4,4,5,3,0,5.0,neutral or dissatisfied
30300,30300,109289,Female,Loyal Customer,27,Business travel,Business,1072,3,3,3,3,3,4,3,3,3,4,5,5,5,3,0,0.0,satisfied
93201,93201,117976,Female,Loyal Customer,9,Personal Travel,Eco,255,3,4,3,1,1,3,1,1,4,3,4,4,4,1,23,21.0,neutral or dissatisfied
66083,66083,64268,Male,Loyal Customer,23,Business travel,Business,1192,2,3,2,2,4,4,4,4,5,4,4,5,5,4,1,0.0,satisfied
30616,30616,45567,Male,disloyal Customer,26,Business travel,Eco,861,2,2,2,1,5,2,5,5,1,4,3,5,1,5,0,0.0,neutral or dissatisfied
67887,67887,10118,Female,Loyal Customer,57,Personal Travel,Eco,984,5,5,5,3,5,4,4,4,4,5,4,5,4,4,0,0.0,satisfied
50799,50799,89352,Male,disloyal Customer,85,Business travel,Business,1187,3,3,3,4,3,5,5,3,4,3,3,5,1,5,0,7.0,neutral or dissatisfied
43499,43499,85926,Female,disloyal Customer,22,Business travel,Eco,528,4,5,4,3,5,4,5,5,5,3,5,4,4,5,0,0.0,neutral or dissatisfied
76148,76148,97122,Female,Loyal Customer,26,Business travel,Business,1313,3,3,3,3,3,3,3,3,5,3,4,3,4,3,2,0.0,satisfied
72653,72653,61308,Female,Loyal Customer,44,Business travel,Business,2298,2,2,2,2,5,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
47235,47235,20522,Female,Loyal Customer,16,Personal Travel,Business,533,1,5,1,4,5,1,5,5,4,5,5,3,5,5,0,0.0,neutral or dissatisfied
86922,86922,38157,Female,Loyal Customer,33,Personal Travel,Eco,1220,3,0,3,2,5,3,1,5,2,2,1,3,1,5,0,0.0,neutral or dissatisfied
66742,66742,39700,Male,disloyal Customer,35,Business travel,Eco,410,3,5,2,2,5,2,1,5,3,3,1,2,2,5,9,4.0,neutral or dissatisfied
103607,103607,69723,Male,Loyal Customer,52,Personal Travel,Eco,1372,3,5,2,2,3,2,3,3,5,5,3,5,4,3,0,0.0,neutral or dissatisfied
94523,94523,57160,Male,Loyal Customer,59,Business travel,Business,1824,3,3,1,3,2,3,4,5,5,5,5,5,5,4,0,0.0,satisfied
89755,89755,40217,Male,Loyal Customer,31,Business travel,Business,3916,3,3,4,3,3,4,3,3,2,1,1,4,2,3,0,2.0,satisfied
43822,43822,128970,Male,Loyal Customer,59,Personal Travel,Eco,236,3,5,3,5,5,3,2,5,3,5,4,2,4,5,0,0.0,neutral or dissatisfied
25745,25745,25753,Female,disloyal Customer,24,Business travel,Eco,356,3,0,3,3,3,3,3,3,1,2,2,4,2,3,0,0.0,neutral or dissatisfied
84259,84259,55014,Male,Loyal Customer,53,Business travel,Business,1379,3,3,3,3,2,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
59156,59156,39472,Female,Loyal Customer,38,Business travel,Business,867,2,2,2,2,1,1,3,4,4,4,4,1,4,1,3,0.0,satisfied
1213,1213,129286,Female,Loyal Customer,51,Business travel,Business,3324,4,4,4,4,3,4,5,4,4,4,4,3,4,3,23,17.0,satisfied
